headline,date
NewsWatch: Stock-market pros are having a tough time imagining an S&P 500 slump in 2021,2020-12-25 00:00:00-05:00
Good tidings: Stock pros are finding it hard to imagine an S&P 500 slump in 2021,2020-12-25 00:00:00-05:00
Market Snapshot: Stock-market pros are having a tough time imagining an S&P 500 slump in 2021,2020-12-25 00:00:00-05:00
"'Santa Claus rally' threatened by COVID-19 resurgence, Georgia elections",2020-12-25 00:00:00-05:00
Stock Index ETFs Gain Slightly In Anemic Holiday Trading,2020-12-24 00:00:00-05:00
"Dow Closes Up in Slow Session Amid Brexit Deal, Stimulus",2020-12-24 00:00:00-05:00
"Wall Street closes with a modest gains on Brexit deal, stimulus hopes",2020-12-24 00:00:00-05:00
"History Suggests ARK Innovation Investors Should Be Careful, Ritholtz Portfolio Manager Says",2020-12-24 00:00:00-05:00
S&P 500 Weekly Price Forecast – Stock Markets Find Support at 3600 Again,2020-12-24 00:00:00-05:00
Gold Prices May See a Technical Rebound Amid an Overall Bearish Trend,2020-12-01 01:06:00-05:00
Australian Dollar Forecast: AUD/USD May Rise Following RBA Rate Hold,2020-11-30 22:30:00-05:00
"Nikkei 225, ASX 200 Attempt to Defy Gravity as S&amp;P 500 Futures Turn Positive",2020-11-30 20:30:00-05:00
"USD/JPY at Key Resistance, RBA Rate Decision May Set Market Mood",2020-11-30 19:00:00-05:00
"Bitcoin Price Forecast: BTC/USD Tops 2017 Peak, Sets Sights Higher",2020-11-30 17:30:00-05:00
Nasdaq 100 Forecast: What Can Traders Expect in December?,2020-11-30 16:00:00-05:00
Losers in FX Markets After the US Presidential Election: USD &amp; Gold,2020-11-30 16:00:00-05:00
"British Pound Forecast: Breakout Potential Remains for EUR/GBP, GBP/JPY, GBP/USD",2020-11-30 15:27:00-05:00
NZD/USD Rate Trades to Fresh 2020 High as RSI Sits in Overbought Zone,2020-11-30 15:00:00-05:00
US Dollar Price Action: USD Two-Year-Lows as EUR/USD Tests 1.2000,2020-11-30 11:30:00-05:00
USD/CAD Rate Approaches 2020 Low Ahead of Canada GDP Report,2020-11-30 10:00:00-05:00
"Markets Week Ahead: S&amp;P 500, U.S. NFP, RBA, OPEC Meeting, Gold, UK-EU Negotiations",2020-11-30 08:30:00-05:00
USD/ZAR Analysis: Oversold RSI Opposing Rand Fundamentals,2020-11-30 06:20:00-05:00
"US Dollar Selling Persists, EUR/USD Nearing 1.20, GBP/JPY to Outperform",2020-11-30 05:30:00-05:00
British Pound (GBP) Outlook - GBPUSD Struggles Despite Ongoing US Dollar Weakness,2020-11-30 04:36:00-05:00
"IBEX 35, CAC 40 Forecast: Possible Signs of Exhaustion as Year End Approaches",2020-11-30 04:00:00-05:00
DAX 30 Index May Fall as Germany Extends Nationwide Partial Lockdown,2020-11-30 02:30:00-05:00
"Crude Oil Prices Retreat ahead of OPEC+ Meeting, US Blacklists CNOOC",2020-11-30 01:00:00-05:00
"S&amp;P 500 May Rise Further, Fed-Treasury Affray Brushed Aside for Now",2020-11-29 23:30:00-05:00
"Nasdaq 100, Hang Seng Weekly Open: Markets Recede from Recent Highs",2020-11-29 22:00:00-05:00
"The Week Ahead – Stats, Geopolitics, COVID-19, and the Jackson Hole in Focus",2020-08-22 20:02:50-05:00
"The Weekly Wrap – Private Sector PMIs, Monetary Policy, and Geopolitics Drove the Majors",2020-08-21 17:40:59-05:00
U.S. Stocks Set To Open Lower Ahead Of U.S. PMI Data,2020-08-21 07:36:13-05:00
US Stocks Finish Higher as Tech Stock Gains Offset Weak Economic Data,2020-08-21 02:15:50-05:00
US Stock Market Overview – Stock Rise as Yields Decline Following Weak Economic Data,2020-08-20 16:48:10-05:00
U.S. Stocks Set To Open Lower As FOMC Minutes Disappoint Bulls,2020-08-20 07:39:15-05:00
US Stocks Slide After Fed Minutes; Apple Hits $2 Trillion Market Cap,2020-08-20 00:29:53-05:00
Dollar Jumps; Financial Markets Flip Lower on Lack of Clarity from Fed Minutes,2020-08-19 23:08:25-05:00
US Stock Market Overview – Stocks Slide Following Fed Minutes,2020-08-19 15:10:13-05:00
U.S. Stocks Mixed As Traders Wait For New Catalysts,2020-08-19 07:35:38-05:00
Norwegian Cruise Line CEO: 'We expect to sail sometime in 2020',2020-05-07 09:01:00-05:00
Cramer's lightning round: 'I do not like the bank stocks',2020-05-07 08:24:00-05:00
Jim Cramer on Moderna vaccine-sparked rally: 'Let's not get ahead of ourselves',2020-05-07 07:56:00-05:00
'It was suddenly Cyber Monday' — Etsy CEO says sales spiked 79% in April,2020-05-07 07:11:00-05:00
Beyond Meat CEO looks to 'win consumers' over during meat supply shortage with 'value packs',2020-05-06 08:52:00-05:00
Jim Cramer on Wall Street trading trends: 'This action makes little sense',2020-05-06 07:37:00-05:00
Cramer's lightning round: 'General Dynamics is a very good long-term hold',2020-05-06 07:21:00-05:00
"Facebook, Alphabet and Amazon are in a 'three-horse race' in advertising, Jim Cramer says",2020-05-06 06:48:00-05:00
Markets are seeing light at the end of the tunnel: Fidelity,2020-05-06 03:24:00-05:00
Masimo CEO says its remote oxygen monitors were made to mitigate diseases like coronavirus,2020-05-05 09:36:00-05:00
Cramer's lighting round: JPMorgan Chase is an 'out-of-favor stock',2020-05-05 07:11:00-05:00
"The 'beginning of the end' of the health-care recession is 'finally arising,' Jim Cramer says",2020-05-05 08:48:00-05:00
"Many restaurants would 'shut down completely' under Tennessee's reopening guidelines, Jim Cramer says",2020-05-05 06:57:00-05:00
Emergent Biosolutions CEO on Trump's promise for a vaccine this year — 'Nobody can guarantee anything',2020-05-04 08:52:00-05:00
"Cramer's lightning round: 'If I really want solar, I want Tesla'",2020-06-02 03:13:00-05:00
"Warren Buffett's exit from airline stocks is a wake-up call for index investors, Jim Cramer says",2020-05-04 06:40:00-05:00
'She had the vision' — Salesforce's Benioff cites Rhode Island governor for contact tracing tools,2020-05-04 08:28:00-05:00
Here's how dividend-based ETFs are managing shareholder payout cuts: Issuer,2020-05-04 03:58:00-05:00
Time to sell in May and go away?,2020-05-04 04:56:00-05:00
Clorox CEO boosts ad spend by $50 million as disinfectant demand surges amid coronaviurs pandemic,2020-05-06 04:21:00-05:00
ETF Wrap: ETF Wrap: 2021 Vision,2020-12-24 00:00:00-05:00
S&P 500 Price Forecast – Stock Markets Quiet Heading Into Christmas,2020-12-24 00:00:00-05:00
Will The SPY ETF Reach $500 By 2022?,2020-12-24 00:00:00-05:00
3 ETFs Affected By Tesla S&P 500 Addition,2020-12-24 00:00:00-05:00
Stock futures slightly higher ahead of holiday-shortened session,2020-12-23 00:00:00-05:00
Get a 60-40 Portfolio With Just These Two ETFs,2020-12-23 00:00:00-05:00
European Investor Flows Reveal a Pickier Mindset with ETF Plays,2020-12-23 00:00:00-05:00
"Russell 2000 marks 13th record of 2020 but Dow, S&P 500 log modest gains in penultimate session before Christmas",2020-12-23 00:00:00-05:00
"Dow Ends Higher as Energy, Financials Shine; Tech Slips",2020-12-23 00:00:00-05:00
"Australian Dollar Dismisses Positive Chinese Data as US Blacklists SMIC, CNOOC",2020-11-29 20:30:00-05:00
"US Dollar and Yen Down as Stocks Rise, Crude Oil Down on OPEC+",2020-11-29 19:00:00-05:00
"Markets Week Ahead: S&amp;P 500, U.S. NFP, RBA, OPEC Meeting, Gold, UK-EU Negotiations",2020-11-29 11:00:00-05:00
US Dollar Forecast: USD Faces Immediate Downside Risks on Month-End Flows,2020-11-29 03:00:00-05:00
"Dow Jones, DAX 30, FTSE 100 Forecasts for the Week Ahead",2020-11-28 11:00:00-05:00
"Euro Forecast: More Upside for EUR/USD, Or is 1.20 the Limit?",2020-11-28 05:00:00-05:00
Gold Price Forecast: Dovish FOMC Could Underpin Bullion Ahead of NFP,2020-11-27 17:00:00-05:00
How to Manage the Emotions of Trading,2020-11-27 14:30:00-05:00
"Black Friday &amp; the Stock Market: Economy, Consumers &amp; Shares",2020-11-27 13:00:00-05:00
Stock Market Holiday Calendar 2020/21,2020-11-27 11:30:00-05:00
Find Your Forex Entry Point: 3 Entry Strategies To Try,2020-11-27 10:00:00-05:00
Implied Volatility: What is it &amp; Why Should Traders Care?,2020-11-27 08:30:00-05:00
Crude Oil Price Outlook: Oil Price Volatility to Rise Amid Key OPEC Meeting,2020-11-27 07:00:00-05:00
USD/MXN Eyeing Key Support for Further Downside Momentum,2020-11-27 05:30:00-05:00
British Pound (GBP) Latest - Hitting Resistance as Brexit Talks Continue,2020-11-27 04:00:00-05:00
EUR/USD at Risk as ECB Signals Recalibration of Monetary Policy Tools,2020-11-27 02:30:00-05:00
New Zealand Dollar Forecast: NZD/USD May Rise Over Thanksgiving Holiday,2020-11-26 19:00:00-05:00
"Black Friday &amp; the Stock Market: Economy, Consumers &amp; Shares",2020-11-26 16:00:00-05:00
Find Your Forex Entry Point: 3 Entry Strategies To Try,2020-11-26 14:30:00-05:00
How to Manage the Emotions of Trading,2020-11-26 13:00:00-05:00
US Stocks:  Shortest Bear Market in History Ends with S&P Record Close,2020-08-18 22:32:21-05:00
U.S. Stocks Set To Open Higher As Housing Starts Grow By 22.6% In July,2020-08-18 07:41:37-05:00
US Stock Market Overview – Stocks Rally Led by Nasdaq; Dow Lags,2020-08-17 20:26:41-05:00
U.S. Stocks Set To Open Higher As Traders Bet On Continuation Of The Upside Trend,2020-08-17 07:39:24-05:00
US Stock Market:  Complacent Investors Have Three Weeks to Prepare for Return of Volatility,2020-08-16 01:22:03-05:00
"Chip-Maker Gains Boost Japan’s Nikkei; Chinese Investors Worried About Valuation, Tighter Monetary Policy",2020-08-15 23:48:21-05:00
"The Week Ahead – Geopolitics, Capitol Hill, COVID-19, and Economic Data in Focus",2020-08-15 19:51:30-05:00
"The Weekly Wrap – Economic Data, COVID-19, and U.S Politics Influenced in the Week",2020-08-14 21:58:06-05:00
"US Stock Market Overview – Stocks Close Mixed, Retail Sales Disappoint",2020-08-14 15:11:05-05:00
U.S. Stocks Mixed As Retail Sales Grow Less Than Expected,2020-08-14 07:43:00-05:00
Cramer's week ahead: Wall Street is having a 'curb-your-enthusiasm moment',2020-05-01 07:15:00-05:00
Cramer's lightning round: I am worried about Twilio,2020-05-01 07:13:00-05:00
"Estee Lauder CEO: 'Consumer finds a way to get the product,' as online sales grow double digits",2020-05-01 07:01:00-05:00
'I think Reynolds is attractive' — Cramer makes buy call on newly public consumer goods company,2020-05-01 07:31:00-05:00
Cramer's lightning round: Wait for Raytheon to go lower and then buy,2020-04-30 07:12:00-05:00
Cramer says his most trusted indicator 'makes me concerned' about the market's trajectory,2020-05-01 10:54:00-05:00
Payroll processor ADP CEO says hiring data indicate the jobs market has begun to 'stabilize',2020-04-29 09:24:00-05:00
Cramer's lightning round: I am all over TJX,2020-04-29 07:16:00-05:00
Jim Cramer on Wednesday's rally: 'Remdesivir is just what the doctor ordered',2020-04-29 07:03:00-05:00
"Jim Cramer reacts to AMD, Starbucks, Boeing, GE and Alphabet earnings reports",2020-04-29 06:48:00-05:00
Look to small-cap stocks for returns as markets recover: Citi,2020-04-28 11:35:00-05:00
"Nucor CEO sticks by dividend, predicts steel price bottom in second quarter",2020-04-28 08:21:00-05:00
Cramer's lightning round: 'I have no long case for GM',2020-04-28 07:45:00-05:00
"Wall Street's 'incredibly strong month' is based on 'hope,' Jim Cramer warns",2020-04-28 06:44:00-05:00
Bulk of S&amp;P 500 dividend yield looks 'sustainable' to me: Savita Subramanian,2020-04-28 02:01:00-05:00
Nvidia completes 'homerun deal' after closing $7 billion acquisition of Mellanox,2020-04-27 09:07:00-05:00
Jim Cramer: Remember these stocks the 'next time the market rolls over',2020-05-13 03:53:00-05:00
Cramer's lightning round: I would be a buyer of Slack,2020-05-29 11:27:00-05:00
"The 'new normal' is a lot less investable as states reopen, Jim Cramer says",2020-04-27 07:03:00-05:00
Technical analysis on oil and markets,2020-04-27 12:49:00-05:00
Dow Rises as Bulls Shrug off Stimulus Setback,2020-12-23 00:00:00-05:00
U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.70%,2020-12-23 00:00:00-05:00
"Corporate activists return 'full steam,' eye 2021, after pandemic muted activity",2020-12-23 00:00:00-05:00
Stock ETFs Scramble Higher Despite Stimulus Criticism From Trump,2020-12-23 00:00:00-05:00
Will Tesla Destabilize The S&P 500?,2020-12-23 00:00:00-05:00
Tesla Isn’t Guaranteed to Join These ETFs,2020-12-23 00:00:00-05:00
S&P 500 Price Forecast – Stock Markets Bounce Again,2020-12-23 00:00:00-05:00
"The Tell: A ‘long-term top’ is taking shape in the market, and these stocks could bear the brunt, investor warns",2020-12-23 00:00:00-05:00
It Might Be Awhile Before Tesla Finds Its Way Into This Pair of ESG ETFs,2020-12-23 00:00:00-05:00
Wall Street Rebounds at Open After Jobless Claims Fall,2020-12-23 00:00:00-05:00
Stock Market Holiday Calendar 2020/21,2020-11-26 11:30:00-05:00
"Bitcoin (BTC), Ripple (XRP) Stemming Heavy Losses as Volatility Returns",2020-11-26 08:30:00-05:00
"CAD Rate Outlook: CAD/JPY, AUD/CAD Levels to Watch",2020-11-26 07:05:00-05:00
USD/CAD Forecast: Loonie Strength Continues Post-Election,2020-11-26 05:46:00-05:00
"ASX 200 Takes a Breather, AUD/USD Eyeing September High",2020-11-26 05:30:00-05:00
Euro Latest: EUR/USD Well Placed to Hit 1.20 Level,2020-11-26 04:00:00-05:00
British Pound Outlook Hinges on Brexit Progress Ahead of Key Deadline,2020-11-26 03:00:00-05:00
Gold Price Drop May Continue as Fed Stimulus Bets Unravel,2020-11-26 01:40:00-05:00
"S&amp;P 500 May Rise Further, Fed-Treasury Affray Brushed Aside for Now",2020-11-25 23:00:00-05:00
"Dow Jones Pullback May Cool a Rally in Nikkei 225, Straits Times Index",2020-11-25 21:00:00-05:00
Australian Dollar to Rise as Easing Border Restrictions Buoy Sentiment,2020-11-25 20:00:00-05:00
USD Price Outlook: US Dollar Unfazed by Ambiguous FOMC Minutes,2020-11-25 17:33:00-05:00
Gold Price Forecast: November Selloff Warns of Shift in Market Behavior,2020-11-25 15:00:00-05:00
AUD/USD Rate Approaches Yearly High Ahead of RBA’s Last 2020 Meeting,2020-11-25 11:30:00-05:00
"US Dollar Pays Little Attention US Data, Month-End Flows to Drive the Action",2020-11-25 09:15:00-05:00
Winners in FX Markets After US Presidential Election: CAD &amp; MXN,2020-11-25 07:00:00-05:00
"US Stocks Drive European Equities Higher, FTSE 250 Pressured by Gold Miners",2020-11-25 05:30:00-05:00
Gold Price (XAUUSD) - Sharp Sell-Off Leaves Gold at Risk as Support Levels Tumble,2020-11-25 04:56:00-05:00
"British Pound (GBP) Latest: GBP/USD Rally Persists, UK Spending Review in Focus",2020-11-25 04:00:00-05:00
US Dollar Price Outlook: DXY Eyeing Yearly Lows Ahead of FOMC Minutes,2020-11-25 03:00:00-05:00
Disappointing Forecast from Cisco Systems Drags Dow Lower,2020-08-13 22:07:26-05:00
US Stock Market Overview – Stocks Close Mixed as Nasdaq Outperforms,2020-08-13 15:39:12-05:00
U.S. Stocks Mixed As Initial Jobless Claims Drop Below 1 Million,2020-08-13 07:39:49-05:00
"Aggressive Moves by Apple, Tesla May Lead to New Trend in Stock Splits",2020-08-13 03:03:21-05:00
US Stocks:  Benchmark S&P 500 Index Close to Confirming New Bull Market,2020-08-13 01:14:49-05:00
US Stock Market Overview – Stock Rally Led by Utilities; S&P 500 Closes Just Shy of All-time Highs,2020-08-12 15:02:11-05:00
U.S. Stocks Set To Open Higher As Traders Stay Optimistic On Economic Recovery,2020-08-12 07:40:43-05:00
Weak Technology Sector Helps S&P 500 Snap Seven-Day Winning Streak,2020-08-12 00:26:09-05:00
"US Stock Market Overview – Stocks Close Lower, Nasdaq Drops; Financials Lead",2020-08-11 15:01:16-05:00
U.S. Stocks Set To Open Higher Amid Global Market Optimism,2020-08-11 07:38:07-05:00
Cramer's lightning round: IHS Markit is a fintech that 'should be bought',2020-04-24 08:10:00-05:00
Cramer's week ahead: This earnings week will be a 'tougher test',2020-04-24 08:02:00-05:00
"'We are making a lot of money' amid the oil supply glut, Nordic American Tankers CEO says",2020-04-24 08:15:00-05:00
"Impossible Foods CFO says its plant-based meat will soon be available in nearly 1,000 stores in US",2020-04-24 07:53:00-05:00
We don't want our clients to chase this bounce: Strategist,2020-04-23 10:56:00-05:00
Jim Cramer: Stop buying index funds and buy these 'Covid winners',2020-04-23 08:56:00-05:00
"Inovio expects to finish recruiting coronavirus vaccine volunteers by end of April, CEO says",2020-04-23 08:17:00-05:00
Domino's CEO on advertising spending: 'We're not slowing down at all',2020-04-23 07:43:00-05:00
Cramer's lightning round: Marvell Technology is 'Mr. 5G',2020-04-23 07:46:00-05:00
"European, US markets could fall 15% 'below the lows we've already seen': Strategist",2020-04-23 05:07:00-05:00
Digital Realty CEO says sustainability efforts are 'table stakes today',2020-04-22 08:46:00-05:00
Cramer's lightning round: I think Roku is good,2020-04-22 07:48:00-05:00
"Victoria's Secret's woes are a microcosm for shopping malls, Jim Cramer says",2020-04-22 07:20:00-05:00
"Stocks of 'good corporate citizens' such as Chipotle, Netflix are thriving, Jim Cramer says",2020-04-22 06:46:00-05:00
"S&amp;P 500 faces more weakness as pressure builds, chart analyst warns",2020-04-22 07:17:00-05:00
